Question,Picture_ID,Type,Subtype,Expert_Answer
"【你在裁缝店】李冰说：“你把那个{尺子}给我压泡面。”请问你要操作的{尺子}在哪里？ 1.红色框; 2.蓝色框; 3.绿色框; 4.不在这里; 请回复{1,2,3,4}，并给出简短的理由。",noodle_qualia,Qualia,Unusual Qualia,红色
"【你在裁缝店】李冰说：“你拿那个{尺子}去给客人量腰围。”请问你要操作的{尺子}在哪里？ 1.红色框; 2.蓝色框; 3.绿色框; 4.不在这里; 请回复{1,2,3,4}，并给出简短的理由。",noodle_qualia,Qualia,Typical Qualia,蓝色
"【你在客厅】李冰说：“我钥匙扣坏了，你拿那个{尺子}给我把钥匙临时串起来。”请问你要操作的{尺子}在哪里？ 1.红色框; 2.蓝色框; 3.绿色框; 4.不在这里; 请回复{1,2,3,4}，并给出简短的理由。",keys_qualia,Qualia,Unusual Qualia,蓝色
"【你在书房】李冰说：“你拿那个{尺子}给我画一个直角。”请问你要操作的{尺子}在哪里？ 1.红色框; 2.蓝色框; 3.绿色框; 4.不在这里; 请回复{1,2,3,4}，并给出简短的理由。",keys_qualia,Qualia,Typical Qualia,红色
"【你在家，李冰的电瓶车坏了】李冰说：“没办法，你擦一下这{椅子}，我明天坐这个通勤。”请问你要操作的{椅子}在哪里？ 1.红色框; 2.蓝色框; 3.绿色框; 4.不在这里; 请回复{1,2,3,4}，并给出简短的理由。",chair_qualia,Qualia,Unusual Qualia,绿色
"【你在家，李冰的腿断了】李冰说：“没办法，你擦一下这{椅子}，我明天坐这个通勤。”请问你要操作的{椅子}在哪里？ 1.红色框; 2.蓝色框; 3.绿色框; 4.不在这里; 请回复{1,2,3,4}，并给出简短的理由。",chair_qualia,Qualia,Typical Qualia,绿色
"【你在餐馆】李冰说：“要是有人闹事，你就去拿冰箱里的那条{鱼}防身”请问你要操作的{鱼}在哪里？ 1.红色框; 2.蓝色框; 3.绿色框; 4.不在这里; 请回复{1,2,3,4}，并给出简短的理由。",fish_qualia,Qualia,Unusual Qualia,蓝色
"【你在餐馆】李冰说：“要是有人要吃红烧鱼，你就去拿冰箱里的那条{鱼}”请问你要操作的{鱼}在哪里？ 1.红色框; 2.蓝色框; 3.绿色框; 4.不在这里; 请回复{1,2,3,4}，并给出简短的理由。",fish_qualia,Qualia,Typical Qualia,红色
"【你在客厅】李冰说：“啊，有蟑螂！快把桌上的{书}给我。”请问你要操作的{书}在哪里？ 1.红色框; 2.蓝色框; 3.绿色框; 4.不在这里; 请回复{1,2,3,4}，并给出简短的理由。",book_qualia,Qualia,Unusual Qualia,绿色
"【你在客厅】李冰说：“啊，这个词我不会！快把桌上的{书}给我。”请问你要操作的{书}在哪里？ 1.红色框; 2.蓝色框; 3.绿色框; 4.不在这里; 请回复{1,2,3,4}，并给出简短的理由。",book_qualia,Qualia,Typical Qualia,蓝色
